,rooms,renovation,materials,facilities,prices,negotiations,floors,total_floors,city,district,street,living_squares,home_area(acres²)
434,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Hamal Street,63.0,63.0
435,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
436,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,52.0,52.0
437,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Yunusabad district,Hamal Street,60.98,60.98
438,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yunusabad district,Hamal Street,78.0,78.0
439,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,Hamal Street,116.0,116.0
440,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Yunusabad district,Hamal Street,45.0,45.0
441,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
442,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
443,2,Rough finish,Monolythic,1,65545.02,0,10,11,Tashkent city,Yunusabad district,Hamal Street,53.12,53.12
444,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
445,4,Requires repairs,Other,1,100000.0,1,3,9,Tashkent city,Yunusabad district,Hamal Street,113.0,113.0
446,2,Euro renovation,Panel,0,74500.0,0,2,11,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
447,3,Euro renovation,Brick,0,87555.0,1,4,4,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
448,2,Medium,Brick,0,42500.0,0,3,3,Tashkent city,Yunusabad district,Hamal Street,39.0,39.0
449,2,Rough finish,Monolythic,0,89852.95,0,8,11,Tashkent city,Yunusabad district,Hamal Street,72.82,72.82
450,1,Rough finish,Monolythic,1,42705.45,0,3,11,Tashkent city,Yunusabad district,Hamal Street,34.61,34.61
451,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Yunusabad district,Hamal Street,78.0,78.0
452,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yunusabad district,Hamal Street,73.0,73.0
453,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
454,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
455,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yunusabad district,Hamal Street,74.0,74.0
456,3,Author's design,Panel,1,185000.0,1,8,9,Tashkent city,Yunusabad district,Hamal Street,130.0,130.0
457,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Yunusabad district,Hamal Street,128.0,128.0
458,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
459,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Hamal Street,63.0,63.0
460,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
461,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,52.0,52.0
462,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
463,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yunusabad district,Hamal Street,78.0,78.0
464,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,Hamal Street,116.0,116.0
465,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Yunusabad district,Hamal Street,45.0,45.0
466,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
467,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
468,5,Euro renovation,Brick,1,165000.0,1,5,6,Tashkent city,Yunusabad district,Hamal Street,150.0,150.0
469,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
470,4,Requires repairs,Other,1,100000.0,1,3,9,Tashkent city,Yunusabad district,Hamal Street,113.0,113.0
471,2,Euro renovation,Panel,0,74500.0,0,2,11,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
472,3,Euro renovation,Brick,0,87555.0,1,4,4,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
473,2,Medium,Brick,0,42500.0,0,3,3,Tashkent city,Yunusabad district,Hamal Street,39.0,39.0
474,2,Rough finish,Monolythic,0,89852.95,0,8,11,Tashkent city,Yunusabad district,Hamal Street,72.82,72.82
475,1,Rough finish,Monolythic,1,42705.45,0,3,11,Tashkent city,Yunusabad district,Hamal Street,34.61,34.61
476,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Yunusabad district,Hamal Street,78.0,78.0
477,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yunusabad district,Hamal Street,73.0,73.0
478,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
479,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
480,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yunusabad district,Hamal Street,74.0,74.0
481,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Yunusabad district,Hamal Street,68.29,68.29
482,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Yunusabad district,Hamal Street,128.0,128.0
483,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
484,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Hamal Street,63.0,63.0
485,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
486,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,52.0,52.0
487,3,Author's design,Panel,1,185000.0,1,8,9,Tashkent city,Yunusabad district,Hamal Street,130.0,130.0
488,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yunusabad district,Hamal Street,78.0,78.0
489,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,Hamal Street,116.0,116.0
490,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Yunusabad district,Hamal Street,45.0,45.0
491,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
492,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
493,1,Rough finish,Monolythic,0,45888.92,0,4,11,Tashkent city,Yunusabad district,Hamal Street,37.19,37.19
494,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
495,4,Requires repairs,Other,1,100000.0,1,3,9,Tashkent city,Yunusabad district,Hamal Street,113.0,113.0
496,2,Euro renovation,Panel,0,74500.0,0,2,11,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
497,3,Euro renovation,Brick,0,87555.0,1,4,4,Tashkent city,Chilanzar district,Hamal Street,70.0,70.0
498,2,Medium,Brick,0,42500.0,0,3,3,Tashkent city,Yunusabad district,Hamal Street,39.0,39.0
499,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Kushchinor,70.0,70.0
500,2,Rough finish,Monolythic,1,65545.02,0,10,11,Tashkent city,Yunusabad district,Hamal Street,53.12,53.12
501,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
502,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yunusabad district,Hamal Street,73.0,73.0
503,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
504,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
505,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yunusabad district,Hamal Street,74.0,74.0
506,2,Euro renovation,Monolythic,1,72000.0,0,15,16,Tashkent city,Yunusabad district,Hamal Street,76.6,76.6
507,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Street Nukus,128.0,128.0
508,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
509,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Hamal Street,63.0,63.0
510,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
511,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Massive Kashgar,52.0,52.0
512,1,Rough finish,Monolythic,1,42705.45,0,3,11,Tashkent city,Yunusabad district,Hamal Street,34.61,34.61
513,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,1st quarter,78.0,78.0
514,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,Hamal Street,116.0,116.0
515,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Yunusabad district,Hamal Street,45.0,45.0
516,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Chilanzar district,Makhalinsky gathering of Ak-Tepa citizens,50.0,50.0
517,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Chilanzar district,Hamal Street,70.0,70.0
518,2,Rough finish,Monolythic,0,89852.95,0,8,11,Tashkent city,Mirabad district,Hamal Street,72.82,72.82
519,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Mirzo-Ulugbek district,Akkurgan street,43.0,43.0
520,4,Requires repairs,Other,1,100000.0,1,3,9,Tashkent city,Sergeli district,Mirza Tursunzade Street,113.0,113.0
521,2,Euro renovation,Panel,0,74500.0,0,2,11,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
522,3,Euro renovation,Brick,0,87555.0,1,4,4,Tashkent city,Chilanzar district,Hamal Street,70.0,70.0
523,2,Medium,Brick,0,42500.0,0,3,3,Tashkent city,Mirzo-Ulugbek district,Hamal Street,39.0,39.0
524,1,Rough finish,Monolythic,0,45888.92,0,4,11,Tashkent city,Yunusabad district,Hamal Street,37.19,37.19
525,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Yunusabad district,Hamal Street,60.98,60.98
526,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
527,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yunusabad district,residential complex Shanghai resident,73.0,73.0
528,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
529,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
530,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,residential complex Parkent Village,74.0,74.0
531,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
532,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Street Nukus,128.0,128.0
533,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
534,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
535,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
536,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Massive Kashgar,52.0,52.0
537,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Yunusabad district,Hamal Street,68.29,68.29
538,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,Hamal Street,78.0,78.0
539,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,Hamal Street,116.0,116.0
540,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Chilanzar district,Makhalinsky gathering of Ak-Tepa citizens,45.0,45.0
541,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Chilanzar district,Makhalinsky gathering of Ak-Tepa citizens,50.0,50.0
542,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Chilanzar district,8th quarter,70.0,70.0
543,2,Euro renovation,Monolythic,1,72000.0,0,15,16,Tashkent city,Yunusabad district,Hamal Street,76.6,76.6
544,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Mirzo-Ulugbek district,Akkurgan street,43.0,43.0
545,4,Requires repairs,Other,1,100000.0,1,3,9,Tashkent city,Yunusabad district,Mirza Tursunzade Street,113.0,113.0
546,2,Euro renovation,Panel,0,74500.0,0,2,11,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens of Yurtabad,56.0,56.0
547,3,Euro renovation,Brick,0,87555.0,1,4,4,Tashkent city,Chilanzar district,Hamal Street,70.0,70.0
548,2,Medium,Brick,0,42500.0,0,3,3,Tashkent city,Mirzo-Ulugbek district,Hamal Street,39.0,39.0
549,1,Rough finish,Monolythic,1,49837.42,0,10,11,Tashkent city,Mirabad district,Hamal Street,40.39,40.39
550,3,Author's design,Panel,1,185000.0,1,8,9,Tashkent city,Mirabad district,Aybek Street,130.0,130.0
551,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Hamal Street,78.0,78.0
552,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,Hamal Street,73.0,73.0
553,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
554,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
555,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,residential complex Parkent Village,74.0,74.0
556,2,Rough finish,Monolythic,1,65545.02,0,10,11,Tashkent city,Yunusabad district,Hamal Street,53.12,53.12
557,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Street Nukus,128.0,128.0
558,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
559,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
560,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
561,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Massive Kashgar,52.0,52.0
562,2,Euro renovation,Monolythic,1,72000.0,0,15,16,Tashkent city,Yunusabad district,Hamal Street,76.6,76.6
563,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,1st quarter,78.0,78.0
564,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,3rd passage Nizbek Yuli,116.0,116.0
565,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Chilanzar district,Makhalinsky gathering of Ak-Tepa citizens,45.0,45.0
566,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Chilanzar district,Makhalinsky gathering of Ak-Tepa citizens,50.0,50.0
567,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Chilanzar district,8th quarter,70.0,70.0
568,3,Rough finish,Monolythic,1,103499.94,0,7,11,Tashkent city,Mirabad district,Hamal Street,83.88,83.88
569,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Mirzo-Ulugbek district,Akkurgan street,43.0,43.0
570,4,Requires repairs,Other,1,100000.0,1,3,9,Tashkent city,Sergeli district,Mirza Tursunzade Street,113.0,113.0
571,2,Euro renovation,Panel,0,74500.0,0,2,11,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
572,3,Euro renovation,Brick,0,87555.0,1,4,4,Tashkent city,Chilanzar district,8th quarter,70.0,70.0
573,2,Medium,Brick,0,42500.0,0,3,3,Tashkent city,Mirzo-Ulugbek district,Avihon street,39.0,39.0
574,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Kushchinor,70.0,70.0
575,3,Rough finish,Monolythic,1,103499.94,0,7,11,Tashkent city,Mirabad district,Hamal Street,83.88,83.88
576,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
577,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,residential complex Shanghai resident,73.0,73.0
578,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
579,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
580,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,Hamal Street,74.0,74.0
581,1,Rough finish,Monolythic,1,49837.42,0,10,11,Tashkent city,Mirabad district,Hamal Street,40.39,40.39
582,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Street Nukus,128.0,128.0
583,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
584,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
585,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
586,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,52.0,52.0
587,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Mirabad district,Hamal Street,60.98,60.98
588,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,1st quarter,78.0,78.0
589,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,3rd passage Nizbek Yuli,116.0,116.0
590,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Chilanzar district,Makhalinsky gathering of Ak-Tepa citizens,45.0,45.0
591,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Chilanzar district,Makhalinsky gathering of Ak-Tepa citizens,50.0,50.0
592,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Chilanzar district,Hamal Street,70.0,70.0
593,2,Rough finish,Monolythic,1,65545.02,0,10,11,Tashkent city,Yunusabad district,Hamal Street,53.12,53.12
594,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Mirzo-Ulugbek district,Akkurgan street,43.0,43.0
595,4,Requires repairs,Other,1,100000.0,1,3,9,Tashkent city,Sergeli district,Mirza Tursunzade Street,113.0,113.0
596,2,Euro renovation,Panel,0,74500.0,0,2,11,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens of Yurtabad,56.0,56.0
597,3,Euro renovation,Brick,0,87555.0,1,4,4,Tashkent city,Chilanzar district,8th quarter,70.0,70.0
598,2,Medium,Brick,0,42500.0,0,3,3,Tashkent city,Yunusabad district,Avihon street,39.0,39.0
599,2,Rough finish,Monolythic,0,89852.95,0,8,11,Tashkent city,Mirabad district,Hamal Street,72.82,72.82
600,3,Author's design,Panel,1,185000.0,1,8,9,Tashkent city,Mirabad district,Hamal Street,130.0,130.0
601,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
602,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,Hamal Street,73.0,73.0
603,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
604,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
605,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,residential complex Parkent Village,74.0,74.0
606,3,Rough finish,Monolythic,1,103499.94,0,7,11,Tashkent city,Mirabad district,Hamal Street,83.88,83.88
607,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Street Nukus,128.0,128.0
608,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
609,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
610,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
611,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Massive Kashgar,52.0,52.0
612,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Yunusabad district,Hamal Street,60.98,60.98
613,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,1st quarter,78.0,78.0
614,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,3rd passage Nizbek Yuli,116.0,116.0
615,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Chilanzar district,Makhalinsky gathering of Ak-Tepa citizens,45.0,45.0
616,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Chilanzar district,Makhalinsky gathering of Ak-Tepa citizens,50.0,50.0
617,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Chilanzar district,8th quarter,70.0,70.0
618,2,Euro renovation,Monolythic,1,72000.0,0,15,16,Tashkent city,Mirzo-Ulugbek district,Hamal Street,76.6,76.6
619,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Mirzo-Ulugbek district,Akkurgan street,43.0,43.0
620,4,Requires repairs,Other,1,100000.0,1,3,9,Tashkent city,Sergeli district,Mirza Tursunzade Street,113.0,113.0
621,2,Euro renovation,Panel,0,74500.0,0,2,11,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens of Yurtabad,56.0,56.0
622,3,Euro renovation,Brick,0,87555.0,1,4,4,Tashkent city,Chilanzar district,Hamal Street,70.0,70.0
623,2,Medium,Brick,0,42500.0,0,3,3,Tashkent city,Mirzo-Ulugbek district,Avihon street,39.0,39.0
624,1,Rough finish,Monolythic,1,49837.42,0,10,11,Tashkent city,Mirabad district,Hamal Street,40.39,40.39
625,5,Euro renovation,Brick,1,165000.0,1,5,6,Tashkent city,Yunusabad district,Makhalinsky gathering citizens,150.0,150.0
626,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
627,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yunusabad district,residential complex Shanghai resident,73.0,73.0
628,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
629,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
630,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,Hamal Street,74.0,74.0
631,1,Rough finish,Monolythic,1,49837.42,0,10,11,Tashkent city,Mirabad district,Hamal Street,40.39,40.39
632,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Street Nukus,128.0,128.0
633,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
634,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
635,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
636,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Massive Kashgar,52.0,52.0
637,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Mirabad district,Hamal Street,60.98,60.98
638,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,1st quarter,78.0,78.0
639,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,Hamal Street,116.0,116.0
640,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Chilanzar district,Makhalinsky gathering of Ak-Tepa citizens,45.0,45.0
641,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
642,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Chilanzar district,Hamal Street,70.0,70.0
643,1,Rough finish,Monolythic,0,45888.92,0,4,11,Tashkent city,Mirabad district,Hamal Street,37.19,37.19
644,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Mirzo-Ulugbek district,Akkurgan street,43.0,43.0
645,4,Requires repairs,Other,1,100000.0,1,3,9,Tashkent city,Sergeli district,Mirza Tursunzade Street,113.0,113.0
646,2,Euro renovation,Panel,0,74500.0,0,2,11,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens of Yurtabad,56.0,56.0
647,3,Euro renovation,Brick,0,87555.0,1,4,4,Tashkent city,Yunusabad district,8th quarter,70.0,70.0
648,2,Medium,Brick,0,42500.0,0,3,3,Tashkent city,Mirzo-Ulugbek district,Avihon street,39.0,39.0
649,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Yunusabad district,Hamal Street,68.29,68.29
650,2,Rough finish,Monolythic,0,89852.95,0,8,11,Tashkent city,Mirabad district,Hamal Street,72.82,72.82
651,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
652,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,residential complex Shanghai resident,73.0,73.0
653,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
654,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
655,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,residential complex Parkent Village,74.0,74.0
656,2,Rough finish,Monolythic,1,65545.02,0,10,11,Tashkent city,Mirabad district,Hamal Street,53.12,53.12
657,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Street Nukus,128.0,128.0
658,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
659,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
660,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
661,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Massive Kashgar,52.0,52.0
662,1,Rough finish,Monolythic,0,45888.92,0,4,11,Tashkent city,Mirabad district,Hamal Street,37.19,37.19
663,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,1st quarter,78.0,78.0
